,link,type,year
236,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/65Queens14SenateRecap.pdf,General,2006
237,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/66Queens15SenateRecap.pdf,General,2006
238,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/67Queens16SenateRecap.pdf,General,2006
239,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/68Kings17SenateRecap.pdf,General,2006
240,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/69Kings18SenateRecap.pdf,General,2006
241,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/70Kings19SenateRecap.pdf,General,2006
242,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/71Kings20SenateRecap.pdf,General,2006
243,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/72Kings21SenateRecap.pdf,General,2006
244,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/73Kings22SenateRecap.pdf,General,2006
245,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/74Crossover23SenateRecap.pdf,General,2006
246,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/75Kings23SenateRecap.pdf,General,2006
247,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/76Richmond23SenateRecap.pdf,General,2006
248,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/77Richmond24SenateRecap.pdf,General,2006
249,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/78Crossover25SenateRecap.pdf,General,2006
250,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/79NY25SenateRecap.pdf,General,2006
251,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/80Kings25SenateRecap.pdf,General,2006
252,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/81NY26SenateRecap.pdf,General,2006
253,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/82Kings27SenateRecap.pdf,General,2006
254,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/83Crossover28SenateRecap.pdf,General,2006
255,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/84NY28SenateRecap.pdf,General,2006
256,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/85Bronx28SenateRecap.pdf,General,2006
257,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/86NY29SenateRecap.pdf,General,2006
258,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/87NY30SenateRecap.pdf,General,2006
259,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/88Crossover31SenateRecap.pdf,General,2006
260,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/89NY31SenateRecap.pdf,General,2006
261,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/90Bronx31SenateRecap.pdf,General,2006
262,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/91Bronx32SenateRecap.pdf,General,2006
263,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/92Bronx33SenateRecap.pdf,General,2006
264,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/93Bronx34SenateRecap.pdf,General,2006
265,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/94Bronx36SenateRecap.pdf,General,2006
266,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/95Queens22AssemblyRecap.pdf,General,2006
267,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/96Queens23AssemblyRecap.pdf,General,2006
268,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/97Queens24AssemblyRecap.pdf,General,2006
269,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/98Queens25AssemblyRecap.pdf,General,2006
270,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/99Queens26AssemblyRecap.pdf,General,2006
271,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/100Queens27AssemblyRecap.pdf,General,2006
272,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/101Queens28AssemblyRecap.pdf,General,2006
273,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/102Queens29AssemblyRecap.pdf,General,2006
274,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/103Queens30AssemblyRecap.pdf,General,2006
275,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/104Queens31AssemblyRecap.pdf,General,2006
276,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/105Queens32AssemblyRecap.pdf,General,2006
277,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/106Queens33AssemblyRecap.pdf,General,2006
278,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/107Queens34AssemblyRecap.pdf,General,2006
279,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/108Queens35AssemblyRecap.pdf,General,2006
280,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/109Queens36AssemblyRecap.pdf,General,2006
281,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/110Queens37AssemblyRecap.pdf,General,2006
282,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/111Queens38AssemblyRecap.pdf,General,2006
283,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/112Queens39AssemblyRecap.pdf,General,2006
284,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/113Kings40AssemblyRecap.pdf,General,2006
285,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/114Kings41AssemblyRecap.pdf,General,2006
286,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/115Kings42AssemblyRecap.pdf,General,2006
287,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/116Kings43AssemblyRecap.pdf,General,2006
288,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/117Kings44AssemblyRecap.pdf,General,2006
289,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/118Kings45AssemblyRecap.pdf,General,2006
290,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/119Kings46AssemblyRecap.pdf,General,2006
291,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/120Kings47AssemblyRecap.pdf,General,2006
292,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/121Kings48AssemblyRecap.pdf,General,2006
293,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/122Kings49AssemblyRecap.pdf,General,2006
294,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/123Kings50AssemblyRecap.pdf,General,2006
295,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/124Kings51AssemblyRecap.pdf,General,2006
296,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/125Kings52AssemblyRecap.pdf,General,2006
297,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/126Kings53AssemblyRecap.pdf,General,2006
298,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/127Kings54AssemblyRecap.pdf,General,2006
299,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/128Kings55AssemblyRecap.pdf,General,2006
300,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/129Kings56AssemblyRecap.pdf,General,2006
301,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/130Kings57AssemblyRecap.pdf,General,2006
302,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/131Kings58AssemblyRecap.pdf,General,2006
303,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/132Kings59AssemblyRecap.pdf,General,2006
304,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/133Crossover60AssemblyRecap.pdf,General,2006
305,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/134Kings60AssemblyRecap.pdf,General,2006
306,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/135Richmond60AssemblyRecap.pdf,General,2006
307,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/136Richmond61AssemblyRecap.pdf,General,2006
308,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/137Richmond62AssemblyRecap.pdf,General,2006
309,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/138Richmond63AssemblyRecap.pdf,General,2006
310,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/139NY64AssemblyRecap.pdf,General,2006
311,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/140NY65AssemblyRecap.pdf,General,2006
312,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/141NY66AssemblyRecap.pdf,General,2006
313,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/142NY67AssemblyRecap.pdf,General,2006
314,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/143NY68AssemblyRecap.pdf,General,2006
315,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/144NY69AssemblyRecap.pdf,General,2006
316,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/145NY70AssemblyRecap.pdf,General,2006
317,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/146NY71AssemblyRecap.pdf,General,2006
318,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/147NY72AssemblyRecap.pdf,General,2006
319,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/148NY73AssemblyRecap.pdf,General,2006
320,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/149NY74AssemblyRecap.pdf,General,2006
321,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/150NY75AssemblyRecap.pdf,General,2006
322,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/151Bronx76AssemblyRecap.pdf,General,2006
323,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/152Bronx77AssemblyRecap.pdf,General,2006
324,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/153Bronx78AssemblyRecap.pdf,General,2006
325,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/154Bronx79AssemblyRecap.pdf,General,2006
326,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/155Bronx80AssemblyRecap.pdf,General,2006
327,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/156Bronx81AssemblyRecap.pdf,General,2006
328,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/157Bronx82AssemblyRecap.pdf,General,2006
329,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/158Bronx83AssemblyRecap.pdf,General,2006
330,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/159Bronx84AssemblyRecap.pdf,General,2006
331,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/160Bronx85AssemblyRecap.pdf,General,2006
332,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/161Bronx86AssemblyRecap.pdf,General,2006
333,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/162NYCivilCourtDistrict1Recap.pdf,General,2006
334,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/163NYCivilCourtDistrict2Recap.pdf,General,2006
335,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/164NYCivilCourtDistrict4Recap.pdf,General,2006
336,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/165NYCivilCourtDistrict7Recap.pdf,General,2006
337,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/166NYCivilCourtDistrict9Recap.pdf,General,2006
338,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/167QueensCivilCourtDistrict1Recap.pdf,General,2006
339,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/168QueensCivilCourtDistrict2Recap.pdf,General,2006
340,http://vote.nyc.ny.us/downloads/pdf/results/2006/general/recaps/169RichmondCivilCourtDistrict2Recap.pdf,General,2006
341,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/11NewYorkDemocraticGovernorRecap.pdf,Primary,2006
342,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/12BronxDemocraticGovernorRecap.pdf,Primary,2006
343,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/13KingsDemocraticGovernorRecap.pdf,Primary,2006
344,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/14QueensDemocraticGovernorRecap.pdf,Primary,2006
345,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/15RichmondDemocraticGovernorRecap.pdf,Primary,2006
346,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/21NewYorkDemocraticAttorneyGeneralRecap.pdf,Primary,2006
347,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/22BronxDemocraticAttorneyGeneralRecap.pdf,Primary,2006
348,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/23KingsDemocraticAttorneyGeneralRecap.pdf,Primary,2006
349,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/24QueensDemocraticAttorneyGeneralRecap.pdf,Primary,2006
350,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/25RichmondDemocraticAttorneyGeneralRecap.pdf,Primary,2006
351,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/31NewYorkDemocraticUSSenateRecap.pdf,Primary,2006
352,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/32BronxDemocraticUSSenateRecap.pdf,Primary,2006
353,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/33KingsDemocraticUSSenateRecap.pdf,Primary,2006
354,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/34QueensDemocraticUSSenateRecap.pdf,Primary,2006
355,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/35RichmondDemocraticUSSenateRecap.pdf,Primary,2006
356,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/4KingsDemocraticCivilCourtCountywideRecap.pdf,Primary,2006
357,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/5KingsDemocratic10CongressRecap.pdf,Primary,2006
358,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/6KingsDemocratic11CongressRecap.pdf,Primary,2006
359,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/7BronxDemocratic17CongressRecap.pdf,Primary,2006
360,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/8QueensDemocratic10SenateRecap.pdf,Primary,2006
361,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/9QueensDemocratic13SenateRecap.pdf,Primary,2006
362,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/10KingsDemocratic18SenateRecap.pdf,Primary,2006
363,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/11KingsDemocratic20SenateRecap.pdf,Primary,2006
364,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/12KingsDemocratic21SenateRecap.pdf,Primary,2006
365,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/130CrossoverDemocratic25SenateRecap.pdf,Primary,2006
366,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/131NewYorkDemocratic25SenateRecap.pdf,Primary,2006
367,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/132KingsDemocratic25SenateRecap.pdf,Primary,2006
368,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/14BronxDemocratic36SenateRecap.pdf,Primary,2006
369,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/15QueensDemocratic22AssemblyRecap.pdf,Primary,2006
370,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/16QueensDemocratic25AssemblyRecap.pdf,Primary,2006
371,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/17QueensDemocratic39AssemblyRecap.pdf,Primary,2006
372,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/18KingsDemocratic40AssemblyRecap.pdf,Primary,2006
373,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/19KingsDemocratic43AssemblyRecap.pdf,Primary,2006
374,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/20KingsDemocratic46AssemblyRecap.pdf,Primary,2006
375,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/21KingsDemocratic56AssemblyRecap.pdf,Primary,2006
376,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/22KingsDemocratic57AssemblyRecap.pdf,Primary,2006
377,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/23KingsDemocratic59AssemblyRecap.pdf,Primary,2006
378,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/24NewYorkDemocratic68AssemblyRecap.pdf,Primary,2006
379,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/25NewYorkDemocratic69AssemblyRecap.pdf,Primary,2006
380,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/26NewYorkDemocratic72AssemblyRecap.pdf,Primary,2006
381,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/27NewYorkDemocratic74AssemblyRecap.pdf,Primary,2006
382,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/28BronxDemocratic79AssemblyRecap.pdf,Primary,2006
383,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/29BronxDemocratic80AssemblyRecap.pdf,Primary,2006
384,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/30NewYorkDemocraticCivilCourtDistrict2Recap.pdf,Primary,2006
385,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/31NewYorkDemocraticCivilCourtDistrict7Recap.pdf,Primary,2006
386,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/881NewYorkRepublicanUSSenateRecap.pdf,Primary,2006
387,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/882BronxRepublicanUSSenateRecap.pdf,Primary,2006
388,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/883KingsRepublicanUSSenateRecap.pdf,Primary,2006
389,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/884QueensRepublicanUSSenateRecap.pdf,Primary,2006
390,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/885RichmondRepublicanUSSenateRecap.pdf,Primary,2006
391,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/90RichmondRepublican24SenateRecap.pdf,Primary,2006
392,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/91QueensRepublican28AssemblyRecap.pdf,Primary,2006
393,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/890CrossoverRepublican60AssemblyRecap.pdf,Primary,2006
394,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/891KingsRepublican60AssemblyRecap.pdf,Primary,2006
395,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/892RichmondRepublican60AssemblyRecap.pdf,Primary,2006
396,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/92RichmondIndependenceCivilCourtCountywideRecap.pdf,Primary,2006
397,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/930CrossoverIndependence13CongressRecap.pdf,Primary,2006
398,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/931KingsIndependence13CongressRecap.pdf,Primary,2006
399,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/932RichmondIndependence13CongressRecap.pdf,Primary,2006
400,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/940CrossoverIndependence60AssemblyRecap.pdf,Primary,2006
401,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/941KingsIndependence60AssemblyRecap.pdf,Primary,2006
402,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/942RichmondIndependence60AssemblyRecap.pdf,Primary,2006
403,http://vote.nyc.ny.us/downloads/pdf/results/2006/primary/recaps/113BronxWorkingFamilies79AssemblyRecap.pdf,Primary,2006
404,http://vote.nyc.ny.us/downloads/pdf/results/2006/special/2006SpecialElectionNYrecapscertificationreport.pdf,Special,2006
405,http://vote.nyc.ny.us/downloads/pdf/results/2006/special/2006SpecialElectionKingsrecapcertificationreport.pdf,Special,2006
406,http://vote.nyc.ny.us/downloads/pdf/results/2007/general/02NYCivilCourtCountwideRecap.pdf,General,2007
407,http://vote.nyc.ny.us/downloads/pdf/results/2007/general/03NYCivilCourtDistrict1Recap.pdf,General,2007
